
-- -----------------------------------------------------
-- Data for table `medlink`.`medicine`
-- -----------------------------------------------------
START TRANSACTION;
USE `medlink`;
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (0, 'Risedronate', 0, 0);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (54, 'Enoxaparin', 1, 1);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (55, 'Pravastatin', 1, 1);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (56, 'Simvastatin', 1, 1);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (57, 'Simvastatin/ezetimibe', 0, 1);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (58, 'Atorvastatin', 1, 1);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (59, 'Rosuvastatin', 0, 1);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (60, 'Adapalene', 0, 2);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (61, 'Isotretinoin', 0, 2);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (62, 'Rosiglitazone', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (63, 'Pioglitazone', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (64, 'Canagliflozin', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (65, 'Norgestimate/ethinyl estradiol', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (66, 'Drospirenone/ethinyl estradiol', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (67, 'Norethindrone', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (68, 'Norelgestromin/ethinyl estradiol', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (69, 'Etonogestrel/ethinyl estradiol', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (70, 'Insulin aspart', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (71, 'Insulin lispro', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (72, 'Insulin NPH', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (73, 'Insulin glargine', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (74, 'Insulin detemir', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (75, 'Exenatide', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (76, 'Prednisone', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (77, 'Methylprednisolone', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (78, 'Conjugated Estrogens', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (79, 'Testosterone', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (80, 'Levothyroxine', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (81, 'Anastrozole', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (82, 'Tamoxifen', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (83, 'Metformin', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (84, 'Sitagliptin', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (85, 'Glyburide', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (86, 'Glimepiride', 1, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (87, 'Glipizide', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (88, 'Glyburide/metformin', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (89, 'Sitagliptin/metformin', 0, 3);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (90, 'Senna', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (91, 'Bisacodyl', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (92, 'Docusate', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (93, 'Senna/docusate', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (94, 'PEG 3350', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (95, 'PEG 3350 with electrolytes', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (96, 'Omeprazole', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (97, 'Esomeprazole', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (98, 'Pantoprazole', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (99, 'Lansoprazole', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (100, 'Dexlansoprazole', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (101, 'Famotidine', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (102, 'Ranitidine', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (103, 'Ondansetron', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (104, 'Prochlorperazine', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (105, 'Promethazine', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (106, 'Metoclopramide', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (107, 'Dicyclomine', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (108, 'Loperamide', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (109, 'Diphenoxylate/atropine', 0, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (110, 'Mesalamine', 1, 4);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (111, 'Amoxicillin', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (112, 'Amoxicillin/clavulanate', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (113, 'Cephalexin', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (114, 'Cefuroxime', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (115, 'Cefdinir', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (116, 'Nitrofurantoin', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (117, 'Metronidazole', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (118, 'Sulfamethoxazole/trimethoprim', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (119, 'Clarithromycin', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (120, 'Azithromycin', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (121, 'Oseltamivir', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (122, 'Acyclovir', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (123, 'Valacyclovir', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (124, 'Ciprofloxacin', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (125, 'Levofloxacin', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (126, 'Moxifloxacin', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (127, 'Emtricitabine/tenofovir', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (128, 'Emtricitabine/tenofovir/efavirenz', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (129, 'Emtricitabine/tenofovir/rilpivirine', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (130, 'Emtricitabine/tenofovir/elvitegravir/cobicistat', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (131, 'Fluconazole', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (132, 'Itraconazole', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (133, 'Clindamycin', 0, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (134, 'Doxycycline', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (135, 'Linezolid', 1, 5);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (136, 'Donepezil', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (137, 'Memantine', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (138, 'Meloxicam', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (139, 'Naproxen', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (140, 'Ibuprofen', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (141, 'Diclofenac', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (142, 'Celecoxib', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (143, 'Phenytoin', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (144, 'Valproic acid', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (145, 'Lamotrigine', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (146, 'Carbamazepine', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (147, 'Oxcarbazepine', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (148, 'Levetiracetam', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (149, 'Nicotine Patch', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (150, 'Varenicline', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (151, 'Sumatriptan', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (152, 'Eletriptan', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (153, 'Rizatriptan', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (154, 'Butalbital/acetaminophen/caffeine', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (155, 'Butalbital/aspirin/caffeine', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (156, 'Carisoprodol', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (157, 'Cyclobenzaprine', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (158, 'Morphine', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (159, 'Hydromorphone', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (160, 'Oxycodone', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (161, 'Oxycodone/APAP', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (162, 'Fentanyl', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (163, 'Hydrocodone/APAP', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (164, 'Buprenorphine/naloxone', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (165, 'Codeine/APAP', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (166, 'Tramadol', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (167, 'Gabapentin', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (168, 'Pregabalin', 1, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (169, 'Lidocaine patch', 0, 6);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (170, 'Mometasone', 1, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (171, 'Fluticasone', 0, 7);
INSERT INTO `medlink`.`medicine` (`medi_id`, `medi_name`, `medi_unit_of_measure`, `medi_category_id`) VALUES (172, 'Diphenhydramine', 1, 7);
